review,clean_text,rating,date,bank,source
"Dashen Bank Super App is incredibly convenient! Easy to use, fast, and reliable – a great app to manage everything in one place.","dashen bank super app is incredibly convenient! easy to use, fast, and reliable a great app to manage everything in one place.",5,2025-10-29,Dashen Bank,Google Play
"not attractive and friendly app. Check Awash, CBE apps","not attractive and friendly app. check awash, cbe apps",1,2025-11-06,Dashen Bank,Google Play
The worst app. It needs updating everyday. Ouch 🤕,the worst app. it needs updating everyday. ouch,1,2025-09-19,Dashen Bank,Google Play
fast and easy to use great App.,fast and easy to use great app.,5,2025-08-12,Dashen Bank,Google Play
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!","dashen super app is a game changer! it s fast, user friendly, and packed with features that make everyday banking and transactions super convenient. i love how everything i need from mobile banking to utility payments is all in one place. the interface is clean, and everything works smoothly. definitely one of the best apps out there. highly recommended!",5,2025-04-21,Dashen Bank,Google Play
excellent,excellent,5,2025-08-13,Dashen Bank,Google Play
Why isn't this app working?,why isn t this app working?,5,2025-07-29,Dashen Bank,Google Play
best,best,5,2025-08-02,Dashen Bank,Google Play
"I just updated my app to the latest version and I couldn't even see my balance, send money or do anything. It says service is unavailable and it will be fixed soon.","i just updated my app to the latest version and i couldn t even see my balance, send money or do anything. it says service is unavailable and it will be fixed soon.",5,2025-11-01,Dashen Bank,Google Play
"Dashen bank app is very good, but sometimes it is not working well","dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen Bank,Google Play
Cannot list the number of bugs with this pile of human waste. The absolute worst banking app I have ever used. 50 steps backwards. DO NOT RECOMMEND.,cannot list the number of bugs with this pile of human waste. the absolute worst banking app i have ever used. 50 steps backwards. do not recommend.,1,2025-07-02,Dashen Bank,Google Play
ዳሽን ባንክ ይለያል,ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen Bank,Google Play
when i tried to open the app it re-downloading something big 3GB 4GB size and after 3 hours late it will open. it's my experience Very worst app it isn't lite app not works in every situation of networks.,when i tried to open the app it re downloading something big 3gb 4gb size and after 3 hours late it will open. it s my experience very worst app it isn t lite app not works in every situation of networks.,1,2025-08-08,Dashen Bank,Google Play
bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,bill payment options are limited in this app please add ethio telecom bill electric bill etc.. instead of adding nonsense in banking app,1,2025-11-18,Dashen Bank,Google Play
"easy &,simple to use","easy ,simple to use",5,2025-04-21,Dashen Bank,Google Play
"Dashen superapp just keeps improving. The new theme options are beautiful, and the overall experience is faster and smoother than ever","dashen superapp just keeps improving. the new theme options are beautiful, and the overall experience is faster and smoother than ever",5,2025-10-28,Dashen Bank,Google Play
This is one of the most user friendly and impressive apps I have encountered in the banking sector,this is one of the most user friendly and impressive apps i have encountered in the banking sector,5,2025-10-28,Dashen Bank,Google Play
it is the best app ever i have seen Dashen bank always one step a head!!!!,it is the best app ever i have seen dashen bank always one step a head!!!!,5,2025-08-13,Dashen Bank,Google Play
ok,ok,5,2025-08-13,Dashen Bank,Google Play
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.","there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen Bank,Google Play
